title,genres
Looking for Comedy in the Muslim World (2005),Comedy
Looking for Eric (2009),Comedy|Drama|Fantasy
Looking for Hortense (Cherchez Hortense) (2012) ,Drama
Looking for Lenny (2011) ,Documentary
Looking for Maria Sanchez (2013),Comedy|Romance
Looking for Mr. Goodbar (1977),Drama
Looking for Palladin (2008),Comedy
Looking for Richard (1996),Documentary|Drama
Looking Forward (1933),Drama
"Lookout, The (2007)",Crime|Drama|Thriller
Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy
"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy
Loop the Loop (Up and Down) (Horem pádem) (2004),Comedy
Looper (2012),Action|Crime|Sci-Fi
Loose Cannons (1990),Action|Comedy
Loose Cannons (Mine vaganti) (2010),Comedy|Drama
Loose Change 9/11: An American Coup (2009),Documentary
Loose Change: Second Edition (2006),Documentary|Mystery
Loosies (2012),Comedy|Drama|Romance
Loputon Gehennan liekki (2011),Documentary
Lord Jim (1965),Adventure|Drama
Lord Love a Duck (1966),Comedy
Lord of Illusions (1995),Horror
Lord of Tears (2013),Drama|Horror
Lord of the Flies (1963),Adventure|Drama|Thriller
Lord of the Flies (1990),Adventure|Drama|Thriller
"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
Lord of War (2005),Action|Crime|Drama|Thriller|War
"Lord, Save Us from Your Followers (2008)",Documentary
"Lords of Discipline, The (1983)",Thriller
Lords of Dogtown (2005),Action|Comedy|Drama
"Lords of Flatbush, The (1974)",Comedy|Drama
"Lords of Salem, The (2012)",Horror|Thriller
Lore (2012),Drama|Thriller|War
Lorenzo's Oil (1992),Drama
Lorna (1964),Drama
Lorna's Silence (Le silence de Lorna) (2008),Drama
Los Angeles Plays Itself (2003),Documentary
Los Bandoleros (2009),Action|Drama
Los Flamencos (2013),Comedy
Los Marziano (2011),Comedy|Drama
Loser (1991),Comedy
Loser (2000),Comedy|Romance
Loser Takes All! (Qui perd gagne !) (2003),Comedy|Mystery
"Loser Takes All, The (O hamenos ta pairnei ola) (2002)",Action|Adventure|Drama
Losers' Club (Kaybedenler kulübü) (2011),Comedy|Drama
"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller
Losin' It (1983),Comedy
Losing Chase (1996),Drama
Losing Isaiah (1995),Drama
"Loss of a Teardrop Diamond, The (2008)",Drama
"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
Lost & Found (1999),Comedy|Romance
Lost and Delirious (2001),Drama
Lost and Found (1979),(no genres listed)
Lost Angels (1989),Drama
"Lost Battalion, The (2001)",Action|Drama|War
Lost Boundaries (1949),Drama
Lost Boys of Sudan (2003),Documentary
"Lost Boys, The (1987)",Comedy|Horror|Thriller
Lost Boys: The Thirst (2010),Horror|Thriller
Lost Boys: The Tribe (2008),Comedy|Horror|Thriller
Lost Christmas (2011),Drama
"Lost City, The (2005)",Drama
"Lost Embrace (Abrazo partido, El) (2004)",Comedy|Drama
Lost for Life (2013),Crime|Documentary
Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
"Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)",Drama
Lost Horizon (1937),Drama
Lost Horizon (1973),Adventure|Drama|Fantasy|Musical|Romance
Lost in America (1985),Comedy
Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi
Lost in Beijing (Ping guo) (2007),Drama
Lost in La Mancha (2002),Documentary
Lost in Siberia (Ausgerechnet Sibirien) (2012),Comedy|Drama
Lost in Space (1998),Action|Adventure|Sci-Fi
Lost in Thailand (Ren zai jiong tu zhi tai jiong) (2012),Adventure|Comedy|Drama
Lost in the Desert (1969),Adventure|Drama|Thriller
Lost in Translation (2003),Comedy|Drama|Romance
Lost in Yonkers (1993),Comedy|Drama
"Lost Missile, The (1958)",Sci-Fi
"Lost Patrol, The (1934)",Adventure|Drama|War
"Lost Reels of Pancho Villa, The (Los rollos perdidos de Pancho Villa) (2003)",Documentary
"Lost Skeleton of Cadavra, The (2002)",Comedy|Horror|Sci-Fi
"Lost Skeleton Returns Again, The (2009)",Comedy
"Lost Son, The (1999)",Drama
Lost Souls (2000),Drama|Horror|Thriller
"Lost Thing, The (2010)",Animation|Drama|Fantasy
"Lost Weekend, The (1945)",Drama
"Lost World, The (1925)",Adventure|Sci-Fi
"Lost World, The (1960)",Adventure
"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
Lost Youth (1948),(no genres listed)
"Lost, Lost, Lost (1976) ",Documentary
"Lost, The (2009)",Thriller
"Lot Like Love, A (2005)",Comedy|Drama|Romance
Lotta 2: Lotta flyttar hemifrån (1993),Children
Lotta på Bråkmakargatan (1992),Children
Lotte Reiniger: Homage to the Inventor of the Silhouette Film (2001),Documentary
Lottery Ticket (2010),Comedy
"Lottery, The (2010)",Documentary|Drama
Lotto Land (1995),Drama
loudQUIETloud: A Film About the Pixies (2006),Documentary
Louie Bluie (1985),Documentary
Louis C.K.: Chewed Up (2008),Comedy
Louis C.K.: Hilarious (2010),Comedy
Louis C.K.: Live at the Beacon Theater (2011),Comedy
Louis C.K.: Live at The Comedy Store (2015),Comedy
Louis C.K.: Oh My God (2013),Comedy
Louis C.K.: Shameless (2007),Comedy
Louis Cyr: The Strongest Man in the World (2013),Drama
Louis Theroux: Law & Disorder (2008),Documentary
Louis Theroux: The Most Hated Family in America in Crisis (2011),Documentary
Louis Theroux: Twilight of the Porn Stars (2012),Documentary
"Louise Bourgeois: The Spider, the Mistress and the Tangerine (2008)",Documentary
Louise Brooks: Looking for Lulu (1998),Documentary
Louise-Michel (2008),Comedy
Louisiana Story (1948),Drama
Loulou (1980),Drama|Romance
Lourdes (2009),Drama
Love & Human Remains (1993),Comedy|Drama
Love & Pop (1998),Drama
Love & Savagery (2009),Drama|Romance
Love & Sex (2000),Comedy|Drama|Romance
Love (2005),Crime|Drama|Thriller
Love (2011),Drama|Sci-Fi
Love (Szerelem) (1971),Drama
Love Actually (2003),Comedy|Drama|Romance
Love Affair (1939),Comedy|Drama|Romance
Love Affair (1994),Drama|Romance
"Love Affair, or the Case of the Missing Switchboard Operator (Ljubavni slucaj ili tragedija sluzbenice P.T.T.) (1967)",Drama
Love and a .45 (1994),Action|Comedy|Crime
Love and a Bullet (2002),Action|Crime
"Love and Anarchy (Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...') (1973)",Comedy|Drama|Romance
Love and Basketball (2000),Drama|Romance
Love and Bullets (1979),Crime|Drama
Love and Death (1975),Comedy
Love and Death on Long Island (1997),Comedy|Drama
Love and Honor (2006),Drama|Romance
Love and Honor (2012),Drama|Romance|War
Love and Lemons (Små citroner gula) (2013),Romance
Love and Other Catastrophes (1996),Romance
Love and Other Disasters (2006),Comedy|Romance
Love and Other Drugs (2010),Comedy|Drama|Romance
Love and Other Troubles (2012),Comedy|Romance
Love and Pain and the Whole Damn Thing (1973),Comedy|Drama
Love and Pigeons (1985),Comedy|Romance
Love and Sex under Nazi Occupation (Amour et sexe sous l'occupation) (2011) ,Documentary
Love at First Bite (1979),Comedy|Horror|Romance
Love at First Fight (2014),Comedy|Romance
Love at Large (1990),Romance|Thriller
Love at the Top (1974),Comedy|Drama
Love Before Breakfast (1936),Comedy|Romance
Love Bites (1993),Comedy|Romance
"Love Bug, The (1969)",Children|Comedy
Love Can Seriously Damage Your Health (1997),Comedy|Romance
Love Comes Softly (2003),Drama|Romance|Western
Love Crazy (1941),Comedy
Love Crime (Crime d'amour) (2010),Crime|Mystery|Thriller
Love Don't Cost a Thing (2003),Drama|Romance
Love Exposure (2007),Action|Comedy|Drama|Romance
Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance
Love Field (1992),Drama
Love Finds Andy Hardy (1938),Comedy|Romance
Love Forbidden (Défense d'aimer) (2002),Drama
Love Games (2012),Animation|Drama|Romance
Love Ghost (Shibito no koiwazura) (2001),Horror
"Love God?, The (1969)",Comedy
"Love Guru, The (2008)",Comedy
Love Happens (2009),Comedy|Drama|Romance
Love Happy (1949),Comedy
Love Hina Again (2002),Animation|Comedy|Drama
Love Hina Christmas Special: Silent Eve (Rabu Hina kurisumasu supesharu: Sairento ivu) (2000),Animation|Comedy|Romance
Love Hina Spring Special (2001),Animation|Comedy|Musical|Romance
Love in Another Language (Baska Dilde Ask) (2009),Drama|Romance
Love in Bloom (1935),Romance
Love in the Afternoon (1957),Comedy|Romance
Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972),Drama|Romance
Love in the Time of Cholera (2007),Drama|Romance
Love in the Time of Hysteria (Sólo con tu pareja) (1991),Comedy|Romance
Love In the Time of Money (2002),Comedy|Drama|Romance
Love Is a Many-Splendored Thing (1955),Drama|Romance|War
Love Is a Woman (Death Is a Woman) (1966),Crime|Drama|Mystery
Love Is All There Is (1996),Comedy|Drama
Love Is All You Need (Den skaldede frisør) (2012),Comedy|Drama|Romance
Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969),Comedy|Crime|Romance
Love is Eternal While It Lasts (2004),Comedy|Romance
Love is God (2003),Adventure|Comedy|Drama
Love Is News (1937),Comedy|Romance
Love Is Strange (2014),Drama
Love Is the Devil (1998),Drama
Love Jones (1997),Romance
Love Lasts Three Years (L'amour dure trois ans) (2011),Comedy|Drama|Romance
Love Letter (1995) ,Drama|Romance
"Love Letter, The (1999)",Comedy|Romance
Love Letters (1945),Drama|Mystery|Romance
Love Life (2001),Comedy|Romance
Love Liza (2002),Drama
Love Loves Coincidences (2011),Drama|Romance
Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance
Love Me No More (Deux jours à tuer) (2008),Drama|Romance
Love Me or Leave Me (1955),Drama|Musical|Romance
Love Me Tender (1956),Musical|Western
Love Me Tonight (1932),Comedy|Musical
Love Meetings (Comizi d'amore) (1964),Documentary
"Love Movie, The (Rakkauselokuva) (1984)",Comedy|Drama
"Love Nest, The (1923)",Comedy
Love Object (2003),Comedy|Drama|Horror|Romance|Thriller
"Love of Siam, The (Rak haeng Siam) (2007)",Drama|Mystery|Romance
"Love on the Run (Amour en fuite, L') (1979)",Comedy|Drama|Romance
"Love Parade, The (1929)",Comedy|Musical|Romance
Love Potion #9 (1992),Comedy|Romance
"Love Punch, The (2013)",Comedy
Love Ranch (2010),Comedy|Drama|Romance
Love Serenade (1996),Comedy
Love Sick (Legaturi bolnavicioase) (2006),Drama
Love Sick Love (2013),Thriller
Love Simple (2009),Comedy|Romance
"Love Song for Bobby Long, A (2004)",Drama
Love Songs (Les chansons d'amour) (2007),Drama|Musical
Love Steaks (2013),(no genres listed)
Love Stinks (1999),Comedy
Love Story (1943),Drama
Love Story (1970),Drama|Romance
Love Story 2050 (2008),Adventure|Comedy|Musical|Romance|Sci-Fi
Love Streams (1984),Comedy|Drama
Love That Boy (2003),Comedy|Romance
Love the Beast (2009),Documentary
Love the Hard Way (2001),Crime|Drama|Romance
Love Torn in Dream (Combat d'amour en songe) (2000),Drama|Fantasy
"Love Trap, The (1929)",Comedy|Romance
Love unto Death (L'amour a mort) (1984),Drama
Love Walked In (1998),Drama|Thriller
Love with the Proper Stranger (1963),Comedy|Drama|Romance
Love Without Pity (1989),Comedy|Romance
Love Wrecked (2005),Comedy|Romance
Love You You (2011),Romance
Love! Valour! Compassion! (1997),Drama|Romance
"Love, etc. (1996)",Drama
"Love, Honour and Obey (2000)",Comedy|Crime|Drama
"Love, Marilyn (2012)",Documentary
"Love, Money, Love (2000)",Drama|Romance
"Love, Rosie (2014)",Comedy|Romance
"Love, Wedding, Marriage (2011)",Comedy|Romance
Lovecraft: Fear of the Unknown (2008),Documentary
"Loved One, The (1965)",Comedy
"Loved Ones, The (2009)",Horror
Lovelace (2013),Drama
"Loveless, The (Breakdown) (1981)",Drama
Lovely & Amazing (2001),Comedy|Drama|Romance
"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller
Lovely Molly (2011),Horror
Lovely to Look At (1952),Comedy|Musical|Romance
"Lovely, Still (2008)",Drama|Romance
Lover Come Back (1961),Comedy|Romance
"Lover, The (Amant, L') (1992)",Drama|Romance
Loverboy (1989),Comedy
Lovers & Leavers (Kuutamolla) (2002),Drama|Romance
Lovers and Lollipops (1956),Drama|Romance
Lovers and Other Strangers (1970),Comedy
Lover's Knot (1996),Comedy
Lovers of Hate (2010),Comedy
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",Drama|Romance
"Lovers, The (Les Amants) (1958)",Drama
Love's Deadly Triangle: The Texas Cadet Murder (1997),Drama
Love's Enduring Promise (2004),Drama|Romance
Love's Kitchen (2011),Comedy|Drama|Romance
Love's Labour's Lost (2000),Comedy|Romance
Love's Long Journey (2005),Drama|Romance|Western
Loves of a Blonde (Lásky jedné plavovlásky) (1965),Comedy|Drama|Romance
"Loves of Carmen, The (1948)",Drama
"Loves of Pharaoh, The (Das Weib des Pharao) (1922)",Drama|Romance|War
Lovesick (1983),Comedy|Fantasy|Romance
Loving (1970),Comedy|Drama
Loving Annabelle (2006),Drama|Romance
"Loving Father, A (Aime ton père) (2002)",Drama
Loving Leah (2009),Drama|Romance
"Loving Story, The (2011)",Documentary
Loving You (1957),Drama|Musical
"Low Down Dirty Shame, A (1994)",Action|Comedy
"Low Down, The (2000)",Drama
Low Life (1994),Drama
"Low Life, The (1995)",Drama
Lower City (Cidade Baixa) (2005),Drama
"Lower Depths, The (Donzoko) (1957)",Comedy|Drama
"Lower Depths, The (Les bas-fonds) (1936)",Crime|Drama|Romance
Lowlands (Tiefland) (1954),Drama
"L-Shaped Room, The (1962)",Drama
"Lt. Robin Crusoe, U.S.N. (1966)",Adventure|Comedy
"Lucía, Lucía (Hija del caníbal, La) (2003)",Comedy|Drama
Lucas (1986),Drama|Romance
Lucia (2013),Drama|Romance|Sci-Fi|Thriller
Lucie Aubrac (1997),Romance|War
Lucifer Rising (1972),Fantasy
Luck by Chance (2009),Drama
"Luck, Trust & Ketchup: Robert Altman in Carver Country (1993)",Documentary
Lucky (2010),Documentary
Lucky (2011),Comedy|Crime|Romance
Lucky 7 (2003),Comedy|Romance
Lucky Break (2001),Comedy|Crime
Lucky Break (a.k.a. Paperback Romance) (1994),Comedy|Romance
Lucky Jordan (1942),Comedy|Crime|Drama
Lucky Lady (1975),Comedy|Drama
Lucky Luke: The Ballad of the Daltons (1978),Animation|Children|Comedy|Western
Lucky Night (1939),Drama|Romance
Lucky Number Slevin (2006),Crime|Drama|Mystery
Lucky Numbers (2000),Comedy|Drama
"Lucky One, The (2012)",Drama
"Lucky Ones, The (2008)",Comedy|Drama|War
Lucky Star (1929),Drama|Romance
"Lucky Texan, The (1934)",Romance|Western
Lucky Them (2013),Drama
Lucky You (2007),Comedy|Drama
Lucky: No Time For Love (2005),Action|Adventure|Drama|Musical|Romance|Thriller|War
Lucrèce Borgia (1935),(no genres listed)
Lucy (2003),Comedy|Drama
Lucy (2014),Action|Sci-Fi
Ludwig (1972),Drama
Luke and Lucy: The Texas Rangers (Suske en Wiske: De Texas rakkers) (2009),Adventure|Animation|Comedy|Western
Lullaby (2014),Drama
Lulu in Berlin (1984),Documentary
Lulu on the Bridge (1998),Drama|Mystery|Romance
Lumberjacking (Nuoruuteni savotat) (1988),Drama
Lumiere and Company (Lumière et compagnie) (1995),Documentary
Lumihiutalemuodostelma (2012),Comedy|Drama
Luminarias (2000),Comedy|Romance
Lumumba (2000),Drama
Luna de Avellaneda (2004),Drama|Romance
Luna Papa (1999),Comedy|Drama|Fantasy
"Luna, La (1979)",Drama
Lunacy (Sílení) (2006),Animation|Horror
Lunch Break (2008),Documentary
Lunopolis (2009),Sci-Fi
Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002),Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller
Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night) (2008),Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
Lupin the 3rd (2014),Action|Adventure|Comedy
Lupin the Third: The Secret of Mamo (1978),Action|Animation|Crime
Lure of the Sila (1949),Drama
Lured (1947),Crime|Film-Noir|Mystery|Thriller
Lush Life (1993),Drama|Musical
Lust for Gold (1949),Romance|Western
Lust for Gold (Duhul aurului) (1974),Drama
Lust for Life (1956),Drama
Lust for Love (2014),Comedy|Romance
"Lust, Caution (Se, jie) (2007)",Drama|Romance|Thriller|War
Luster (2002),Comedy|Drama|Romance
"Lusty Men, The (1952)",Action|Drama|Western
Luther (1974),Drama
Luther (2003),Drama
Luther the Geek (1990),Horror
Luv (1967),Comedy
LUV (2012),Drama
Luxo Jr. (1986),Animation|Children
"Luzhin Defence, The (2000)",Drama|Romance
Lymelife (2008),Comedy|Drama
Lynch (2007),Documentary
M (1931),Crime|Film-Noir|Thriller
M (1951),Crime|Drama|Film-Noir|Thriller
M for Mother (Mim mesle madar) (2006),Drama
M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
M. Butterfly (1993),Drama|Romance
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy
Mág (1988),Drama
Männerherzen... und die ganz ganz große Liebe (2011),Comedy|Drama|Romance
Mélo (1986),Drama|Romance
Ménage (Tenue de soirée) (1986),Comedy|Drama
Ménilmontant (1926),Comedy|Drama
"Métamorphose des cloportes, La (1965)",Comedy|Crime
Métastases (2012),Comedy
Métisse (Café au Lait) (1993),Comedy|Drama
Möbius (2013),Drama|Thriller
Münchhausen (1943),Adventure|Comedy|Fantasy
Mía (2011),Drama
Maîtresse (Mistress) (1975),Drama|Romance
Mabel at the Wheel (1914),Comedy
Mabel's Married Life (1914),Comedy
Maborosi (Maboroshi no hikari) (1995),Drama
Mac & Devin Go to High School (2012),Comedy
Mac (1992),Drama
Mac and Me (1988),Children|Fantasy|Sci-Fi
Macabre (1958),Horror|Thriller
Macao (1952),Adventure
Macario (1960),Drama|Fantasy|Mystery
MacArthur (1977),Drama
Macbeth (1948),Drama
Macbeth (1982),Drama
Macbeth (1983),Drama
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama
Macbeth in Manhattan (1999),Drama
MacGruber (2010),Action|Comedy
MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure
MacGyver: Trail to Doomsday (1994),Action|Adventure
Macheads (2009),Documentary
Machete (2010),Action|Adventure|Comedy|Crime|Thriller
Machete Kills (Machete 2) (2013),Action|Crime|Thriller
Machete Maidens Unleashed! (2010),Documentary
"Machine Girl, The (Kataude mashin gâru) (2008)",Action|Comedy|Fantasy|Horror|Thriller
Machine Gun Kelly (1958),Action|Crime
Machine Gun McCain (Gli intoccabili) (1969),Crime|Drama|Thriller
Machine Gun Preacher (2011),Action|Crime
"Machine That Kills Bad People, The (La Macchina Ammazzacattivi) (1952)",Comedy|Fantasy
"Machine, The (1994)",Comedy|Horror|Sci-Fi|Thriller
"Machine, The (2013)",Sci-Fi|Thriller
"Machinist, The (Maquinista, El) (2004)",Mystery|Thriller
Machuca (2004),Drama
"Mack, The (1973)",Crime
Mackenna's Gold (1969),Western
"Mackintosh Man, The (1973)",Action|Drama|Thriller
Macon County Line (1974),Action|Drama
Macross Plus (1994),Action|Drama|Sci-Fi|War
Mad About Mambo (2000),Comedy|Romance
"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)",Comedy
Mad Bastards (2010),Drama
Mad City (1997),Action|Drama
Mad Detective (Sun taam) (2007),Action|Crime|Thriller
Mad Dog and Glory (1993),Comedy|Drama|Romance
Mad Dog Coll (1961),Crime|Drama
Mad Dog Time (1996),Crime
Mad Dogs & Englishmen (1971),Documentary|Musical
Mad Hot Ballroom (2005),Children|Documentary
Mad Love (1935),Horror|Romance
Mad Love (1995),Drama|Romance
Mad Love (Juana la Loca) (2001),Drama
Mad Love (Sappho) (1921),Drama|Romance
"Mad Masters, The (Les maîtres fous) (1955)",Documentary
Mad Max (1979),Action|Adventure|Sci-Fi
Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
"Mad Miss Manton, The (1938)",Comedy|Crime|Mystery|Romance
Mad Money (2008),Comedy|Crime|Thriller
Mad Monster Party? (1967),Children|Comedy|Horror
Mad Ron's Prevues from Hell (1987),Comedy|Horror
Madadayo (a.k.a. Not Yet) (1993),Drama
Madagascar (2005),Adventure|Animation|Children|Comedy
Madagascar (2011),Documentary
Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX
Madagascar Skin (1995),Romance
Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX
Madam Satan (1930),Comedy|Musical|Romance
Madame Bovary (1949),Drama|Romance
Madame Bovary (1991),Drama
Madame Butterfly (1995),Musical
Madame Curie (1943),Drama
Madame Rosa (La vie devant soi) (1977),Drama
Madame Satã (2002),Drama
Madame Sin (1972),Thriller
Madame Sousatzka (1988),Drama
Madame Tutli-Putli (2007),Animation|Fantasy
Made (2001),Comedy
Made for Each Other (1939),Comedy|Drama|Romance
Made for Each Other (1971),Comedy
Made in America (1993),Comedy
Made in Britain (1982),Crime|Drama
Made in Dagenham (2010),Comedy|Drama
Made in Heaven (1987),Fantasy|Romance
Made in Hong Kong (Xiang Gang zhi zao) (1997),Crime|Drama|Romance
Made in Jamaica (2006),Documentary
Made in U.S.A. (1966),Crime|Mystery
Made of Honor (2008),Comedy|Romance
Madeinusa (2006),Drama
Madeleine (1950),Crime|Drama
Madeline (1998),Children|Comedy
Mademoiselle (1966),Drama
Mademoiselle Chambon (2009),Drama|Romance
Madhouse (1974),Crime|Horror|Mystery
Madhouse (1990),Comedy
Madhouse (2004),Horror|Thriller
Madigan (1968),Crime|Drama
Madison (2001),Drama
Madison Avenue (1962),Drama
Madman (1981),Horror
"Madness of King George, The (1994)",Comedy|Drama
Madonna of the Seven Moons (1945),Drama|Mystery
Madonna: Truth or Dare (1991),Documentary|Musical
Madonna's Pig (2011),Fantasy|Romance|Sci-Fi
Maelström (2000),Drama|Romance
Mafioso (1962),Comedy|Crime|Drama
Magadheera (2009),Action|Adventure|Fantasy|Romance
"Magdalene Sisters, The (2002)",Drama
Magic & Bird: A Courtship of Rivals (2010),Documentary
Magic (1978),Drama|Horror|Romance|Thriller
Magic Camp (2012),Children|Documentary
"Magic Christian, The (1969)",Comedy
"Magic Christmas Tree, The (1964)",Children|Comedy|Fantasy
"Magic Flute, The (Trollflöjten) (1975)",Comedy|Fantasy|Musical|Romance
"Magic Gloves, The (Los guantes mágicos) (2003)",Comedy|Drama
Magic Hunter (Büvös vadász) (1994),Drama
Magic in the Moonlight (2014),Comedy|Drama|Romance
Magic in the Water (1995),Adventure|Children|Fantasy
Magic Magic (2013),Thriller
Magic Man (2009),Crime|Mystery|Thriller
Magic Mike (2012),Drama|Romance
"Magic of Belle Isle, The (2012)",Comedy|Drama
"Magic of Méliès, The (magie Méliès, La) (1997)",Documentary
"Magic of Ordinary Days, The (2005)",Drama
"Magic Sword, The (1962)",Drama|Fantasy
Magic Town (1947),Comedy|Romance
Magic Trip (2011),Documentary
"Magic Voyage of Sindbad, The (Sadko) (1953)",Adventure|Fantasy
Magical Mystery Tour (1967),Comedy|Musical
"Magician, The (Ansiktet) (1958)",Drama
Magicians (2007),Comedy
"Magnetic Man, The (Magneettimies) (2009)",Documentary
"Magnetic Monster, The (1953)",Sci-Fi
"Magnificent Ambersons, The (1942)",Drama|Romance
Magnificent Bodyguards (Fei du juan yun shan) (1978),Action
Magnificent Obsession (1935),Drama|Romance
Magnificent Obsession (1954),Drama|Romance
"Magnificent Seven Ride!, The (1972)",Western
"Magnificent Seven, The (1960)",Adventure|Western
Magnificent Warriors (Zhong hua zhan shi) (1987),Action
"Magnificent Yankee, The (1950)",Drama
Magnolia (1999),Drama
Magnum Cop (1978),Thriller
Magnum Force (1973),Action|Crime|Drama|Thriller
"Magus, The (1968)",Drama|Fantasy|Mystery
"Mahabharata, The (1989)",Action|Drama|War
Mahakaal (The Monster) (1993),Horror
Mahjong (Ma jiang) (1996),Comedy|Drama
Mahler (1974),Drama
Mahogany (1975),Drama|Romance
Mahoney's Last Stand (1972),Drama
Maid in Manhattan (2002),Comedy|Romance
Maid in Sweden (1971),Drama
Maid of Salem (1937),Drama
Maid to Order (1987),Comedy|Fantasy
"Maid, The (Nana, La) (2009)",Drama
"Maiden Heist, The (2009)",Comedy|Crime
Maiden's Cheek (To xylo vgike apo ton Paradeiso) (1959),Comedy|Romance
"Maidens' Conspiracy, The (Tirante el Blanco) (2006)",Adventure
Maidens in Uniform (Mädchen in Uniform) (1931),Drama|Romance
Maidentrip (2014),Documentary
Mail Early for Xmas (1959),Animation
Mail Order Bride (1964),Comedy|Western
Mail Order Bride (2003),Comedy
"Main Event, The (1979)",Comedy
Main Hoon Na (2004),Action|Comedy|Drama
Main Prem Ki Diwani Hoon (2003),Comedy|Drama|Romance
Main Street (2010),Drama
Mais qui a tué Pamela Rose? (2003),Comedy
Majesteit (2010),Drama
"Majestic, The (2001)",Comedy|Drama|Romance
"Major and the Minor, The (1942)",Comedy|Romance
Major Barbara (1941),Comedy
Major Dundee (1965),Adventure|War|Western
Major League (1989),Comedy
Major League II (1994),Comedy
Major League: Back to the Minors (1998),Comedy
Major Movie Star (2008),Adventure|Comedy|Drama|War
Major Payne (1995),Comedy
"Majority of One, A (1961)",Comedy|Drama|Romance
Makai Tensho: Samurai Reincarnation (Makai tenshô) (1981),Action|Fantasy|Horror
Make Believe (2010),Documentary
Make It Happen (2008),Drama
Make Like a Thief (Juokse kuin varas) (1964),Comedy|Crime|Thriller
Make Mine Music (1946),Animation|Children|Musical
Make the Yuletide Gay (2009),Comedy|Romance
Make Them Die Slowly (Cannibal Ferox) (1981),Horror
Make Way for Tomorrow (1937),Drama
Make Your Move (2013),Musical
Making a Killing: The Untold Story of Psychotropic Drugging (2008),Documentary
Making Contact (a.k.a. Joey) (1985),Fantasy|Horror|Sci-Fi
Making 'Do the Right Thing' (1989),Documentary
Making Love (1982),Drama
Making Mr. Right (1987),Comedy|Romance|Sci-Fi
"Making of a Legend: Gone with the Wind, The (1988)",Documentary
"Making Plans for Lena (Non ma fille, tu n'iras pas danser) (2009)",Drama
Making the Boys (2011) ,Documentary
Making the Earth Stand Still (1995),Documentary
Making the Grade (1984),Comedy
Making 'The New World' (2006),Documentary
"Makioka Sisters, The (Sasame-yuki) (1983)",Drama|Romance
Mala Noche (1985),Drama
Malèna (2000),Drama|Romance|War
Malaya (1949),Adventure|Drama
Malcolm X (1992),Drama
Male and Female (1919),Adventure|Drama
Male Domination (2009),Documentary
Maleficent (2014),Action|Adventure|Children|IMAX
Malibu High (1979),Comedy|Crime
Malibu's Most Wanted (2003),Comedy|Crime
Malice (1993),Thriller
Malice in Wonderland (2009),Drama|Fantasy|Romance
Malice N Wonderland (2010),Drama|Musical
Mall (2014),Drama
Mall Girls (Galerianki) (2009),Drama
Mallrats (1995),Comedy|Romance
Malone (1987),Action|Drama|Thriller
Malta G.C. (1942),Documentary|War
"Maltese Falcon, The (1941)",Film-Noir|Mystery
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery
Mama (2013),Horror
